"Time","cpu_usage"
2023-09-08 06:17:35,33.0%
2023-09-08 06:17:40,17.4%
2023-09-08 06:17:45,14.6%
2023-09-08 06:17:50,9.40%
2023-09-08 06:17:55,13.0%
2023-09-08 06:18:00,6.20%
2023-09-08 06:18:05,18.2%
2023-09-08 06:18:10,13.4%
2023-09-08 06:18:15,20.2%
2023-09-08 06:18:20,19.2%
2023-09-08 06:18:25,18.4%
2023-09-08 06:18:30,18.6%
2023-09-08 06:18:35,12.4%
2023-09-08 06:18:40,15.4%
2023-09-08 06:18:45,14.6%
2023-09-08 06:18:50,30.4%
2023-09-08 06:18:55,20.8%
2023-09-08 06:19:00,21.6%
2023-09-08 06:19:05,13.8%
2023-09-08 06:19:10,22.0%
2023-09-08 06:19:15,15.8%
2023-09-08 06:19:20,20.6%
2023-09-08 06:19:25,26.4%
2023-09-08 06:19:30,20.0%
2023-09-08 06:19:35,17.2%
2023-09-08 06:19:40,17.2%
2023-09-08 06:19:45,14.2%
2023-09-08 06:19:50,23.2%
2023-09-08 06:19:55,23.0%
2023-09-08 06:20:00,20.8%
2023-09-08 06:20:05,27.8%
2023-09-08 06:20:10,15.2%
2023-09-08 06:20:15,25.8%
2023-09-08 06:20:20,20.4%
2023-09-08 06:20:25,6.20%
2023-09-08 06:20:30,18.0%
2023-09-08 06:20:35,20.0%
2023-09-08 06:20:40,16.4%
2023-09-08 06:20:45,16.2%
2023-09-08 06:20:50,18.8%
2023-09-08 06:20:55,24.4%
2023-09-08 06:21:00,19.6%
2023-09-08 06:21:05,17.6%
2023-09-08 06:21:10,11.0%
2023-09-08 06:21:15,16.8%
2023-09-08 06:21:20,15.6%
2023-09-08 06:21:25,11.4%
2023-09-08 06:21:30,13.8%
2023-09-08 06:21:35,10.00%
2023-09-08 06:21:40,15.0%
2023-09-08 06:21:45,8.60%
2023-09-08 06:21:50,15.4%
2023-09-08 06:21:55,22.8%
2023-09-08 06:22:00,17.8%
2023-09-08 06:22:05,22.2%
2023-09-08 06:22:10,21.8%
2023-09-08 06:22:15,9.00%
2023-09-08 06:22:20,22.8%
2023-09-08 06:22:25,25.0%
2023-09-08 06:22:30,20.6%
2023-09-08 06:22:35,18.4%
2023-09-08 06:22:40,9.00%
2023-09-08 06:22:45,16.0%
2023-09-08 06:22:50,13.6%
2023-09-08 06:22:55,17.8%
2023-09-08 06:23:00,15.8%
2023-09-08 06:23:05,11.4%
2023-09-08 06:23:10,18.2%
2023-09-08 06:23:15,10.2%
2023-09-08 06:23:20,19.6%
2023-09-08 06:23:25,14.0%
2023-09-08 06:23:30,12.8%
2023-09-08 06:23:35,11.2%
2023-09-08 06:23:40,19.4%
2023-09-08 06:23:45,19.2%
2023-09-08 06:23:50,13.0%
2023-09-08 06:23:55,13.8%
2023-09-08 06:24:00,21.0%
2023-09-08 06:24:05,16.0%
2023-09-08 06:24:10,17.8%
2023-09-08 06:24:15,13.4%
2023-09-08 06:24:20,13.2%
2023-09-08 06:24:25,28.6%
2023-09-08 06:24:30,18.0%
2023-09-08 06:24:35,12.6%
2023-09-08 06:24:40,15.4%
2023-09-08 06:24:45,14.4%
2023-09-08 06:24:50,19.2%
2023-09-08 06:24:55,16.8%
2023-09-08 06:25:00,15.0%
2023-09-08 06:25:05,2.40%
2023-09-08 06:25:10,20.2%
2023-09-08 06:25:15,18.6%
2023-09-08 06:25:20,27.8%
2023-09-08 06:25:25,21.6%
2023-09-08 06:25:30,14.0%
2023-09-08 06:25:35,11.8%
2023-09-08 06:25:40,13.4%
2023-09-08 06:25:45,15.0%
2023-09-08 06:25:50,14.4%
2023-09-08 06:25:55,20.8%
2023-09-08 06:26:00,13.6%
2023-09-08 06:26:05,20.0%
2023-09-08 06:26:10,18.2%
2023-09-08 06:26:15,7.20%
2023-09-08 06:26:20,16.4%
2023-09-08 06:26:25,16.2%
2023-09-08 06:26:30,13.2%
2023-09-08 06:26:35,20.0%
2023-09-08 06:26:40,10.8%
2023-09-08 06:26:45,14.6%
2023-09-08 06:26:50,8.60%
2023-09-08 06:26:55,18.4%
2023-09-08 06:27:00,7.60%
2023-09-08 06:27:05,10.6%
2023-09-08 06:27:10,14.4%
2023-09-08 06:27:15,14.6%
2023-09-08 06:27:20,12.8%
2023-09-08 06:27:25,8.60%
2023-09-08 06:27:30,13.2%
2023-09-08 06:27:35,17.6%
2023-09-08 06:27:40,15.4%
2023-09-08 06:27:45,23.2%
2023-09-08 06:27:50,27.2%
2023-09-08 06:27:55,11.8%
2023-09-08 06:28:00,6.80%
2023-09-08 06:28:05,21.2%
2023-09-08 06:28:10,13.2%
2023-09-08 06:28:15,23.0%
2023-09-08 06:28:20,16.8%
2023-09-08 06:28:25,6.80%
2023-09-08 06:28:30,15.4%
2023-09-08 06:28:35,10.2%
2023-09-08 06:28:40,7.40%
2023-09-08 06:28:45,5.60%
2023-09-08 06:28:50,13.2%
2023-09-08 06:28:55,13.2%
2023-09-08 06:29:00,16.8%
2023-09-08 06:29:05,20.6%
2023-09-08 06:29:10,28.4%
2023-09-08 06:29:15,14.4%
2023-09-08 06:29:20,16.6%
2023-09-08 06:29:25,21.2%
2023-09-08 06:29:30,14.8%
2023-09-08 06:29:35,16.0%
2023-09-08 06:29:40,18.8%
2023-09-08 06:29:45,22.6%
2023-09-08 06:29:50,10.8%
2023-09-08 06:29:55,12.4%
2023-09-08 06:30:00,22.2%
2023-09-08 06:30:05,16.8%
2023-09-08 06:30:10,33.2%
2023-09-08 06:30:15,35.0%
2023-09-08 06:30:20,13.6%
2023-09-08 06:30:25,18.8%
2023-09-08 06:30:30,21.6%
2023-09-08 06:30:35,16.2%
2023-09-08 06:30:40,24.2%
2023-09-08 06:30:45,14.0%
2023-09-08 06:30:50,11.6%
2023-09-08 06:30:55,20.2%
2023-09-08 06:31:00,14.8%
2023-09-08 06:31:05,15.4%
2023-09-08 06:31:10,16.6%
2023-09-08 06:31:15,27.2%
2023-09-08 06:31:20,21.8%
2023-09-08 06:31:25,29.2%
2023-09-08 06:31:30,31.2%
2023-09-08 06:31:35,30.6%
2023-09-08 06:31:40,12.0%
2023-09-08 06:31:45,19.2%
2023-09-08 06:31:50,15.6%
2023-09-08 06:31:55,7.60%
2023-09-08 06:32:00,13.4%
2023-09-08 06:32:05,5.20%
2023-09-08 06:32:10,18.4%
2023-09-08 06:32:15,8.00%
2023-09-08 06:32:20,7.80%
2023-09-08 06:32:25,12.2%
2023-09-08 06:32:30,20.0%
2023-09-08 06:32:35,14.8%
2023-09-08 06:32:40,13.0%
2023-09-08 06:32:45,18.8%
2023-09-08 06:32:50,15.4%
2023-09-08 06:32:55,16.0%
2023-09-08 06:33:00,10%
2023-09-08 06:33:05,12.2%
2023-09-08 06:33:10,12.8%
2023-09-08 06:33:15,15.0%
2023-09-08 06:33:20,15.2%
2023-09-08 06:33:25,14.4%
2023-09-08 06:33:30,16.8%
2023-09-08 06:33:35,17.8%
2023-09-08 06:33:40,14.0%
2023-09-08 06:33:45,12.8%
2023-09-08 06:33:50,15.2%
2023-09-08 06:33:55,15.6%
2023-09-08 06:34:00,14.4%
2023-09-08 06:34:05,10.2%
2023-09-08 06:34:10,12.6%
2023-09-08 06:34:15,12.2%
2023-09-08 06:34:20,14.2%
2023-09-08 06:34:25,13.0%
2023-09-08 06:34:30,10.6%
2023-09-08 06:34:35,12.4%
2023-09-08 06:34:40,8.00%
2023-09-08 06:34:45,7.20%
2023-09-08 06:34:50,22.6%
2023-09-08 06:34:55,12.2%
2023-09-08 06:35:00,6.20%
2023-09-08 06:35:05,13.0%
2023-09-08 06:35:10,25.0%
2023-09-08 06:35:15,26.8%
2023-09-08 06:35:20,37.0%
2023-09-08 06:35:25,42.6%
2023-09-08 06:35:30,39.4%
2023-09-08 06:35:35,37.8%
2023-09-08 06:35:40,35.2%
2023-09-08 06:35:45,39.6%
2023-09-08 06:35:50,36.8%
2023-09-08 06:35:55,40.4%
2023-09-08 06:36:00,34.6%
2023-09-08 06:36:05,17.8%
2023-09-08 06:36:10,23.2%
2023-09-08 06:36:15,16.4%
2023-09-08 06:36:20,13.2%
2023-09-08 06:36:25,32.2%
2023-09-08 06:36:30,21.8%
2023-09-08 06:36:35,20.0%
2023-09-08 06:36:40,19.6%
2023-09-08 06:36:45,17.8%
2023-09-08 06:36:50,20.2%
2023-09-08 06:36:55,26.0%
2023-09-08 06:37:00,23.0%
2023-09-08 06:37:05,27.8%
2023-09-08 06:37:10,26.4%
2023-09-08 06:37:15,22.6%
2023-09-08 06:37:20,19.6%
2023-09-08 06:37:25,12.2%
2023-09-08 06:37:30,24.8%
2023-09-08 06:37:35,34.2%
2023-09-08 06:37:40,28.0%
2023-09-08 06:37:45,22.4%
2023-09-08 06:37:50,23.0%
2023-09-08 06:37:55,22.8%
2023-09-08 06:38:00,17.2%
2023-09-08 06:38:05,17.8%
2023-09-08 06:38:10,20.8%
2023-09-08 06:38:15,16.2%
2023-09-08 06:38:20,9.00%
2023-09-08 06:38:25,11.6%
2023-09-08 06:38:30,13.6%
2023-09-08 06:38:35,13.6%
2023-09-08 06:38:40,8.40%
2023-09-08 06:38:45,15.0%
2023-09-08 06:38:50,11.2%
2023-09-08 06:38:55,19.0%
2023-09-08 06:39:00,11.0%
2023-09-08 06:39:05,10.8%
2023-09-08 06:39:10,15.0%
2023-09-08 06:39:15,14.0%
2023-09-08 06:39:20,13.0%
2023-09-08 06:39:25,15.8%
2023-09-08 06:39:30,15.2%
2023-09-08 06:39:35,13.8%
2023-09-08 06:39:40,17.2%
2023-09-08 06:39:45,20.6%
2023-09-08 06:39:50,11.0%
2023-09-08 06:39:55,15.8%
2023-09-08 06:40:00,10.0%
2023-09-08 06:40:05,4.40%
2023-09-08 06:40:10,9.80%
2023-09-08 06:40:15,19.8%
2023-09-08 06:40:20,20.2%
2023-09-08 06:40:25,10.8%
2023-09-08 06:40:30,19.0%
2023-09-08 06:40:35,7.60%
2023-09-08 06:40:40,15.0%
2023-09-08 06:40:45,15.6%
2023-09-08 06:40:50,6.80%
2023-09-08 06:40:55,7.40%
2023-09-08 06:41:00,15.6%
2023-09-08 06:41:05,12.2%
2023-09-08 06:41:10,10.4%
2023-09-08 06:41:15,21.8%
2023-09-08 06:41:20,11.2%
2023-09-08 06:41:25,17.8%
2023-09-08 06:41:30,12.0%
2023-09-08 06:41:35,14.2%
2023-09-08 06:41:40,14.2%
2023-09-08 06:41:45,15.8%
2023-09-08 06:41:50,19.6%
2023-09-08 06:41:55,14.2%
2023-09-08 06:42:00,19.0%
2023-09-08 06:42:05,16.4%
2023-09-08 06:42:10,16.6%
2023-09-08 06:42:15,26.4%
2023-09-08 06:42:20,14.2%
2023-09-08 06:42:25,13.8%
2023-09-08 06:42:30,13.4%
2023-09-08 06:42:35,4.40%
2023-09-08 06:42:40,5.00%
2023-09-08 06:42:45,3.20%
2023-09-08 06:42:50,4.20%
2023-09-08 06:42:55,4.80%
2023-09-08 06:43:00,5.00%
2023-09-08 06:43:05,2.60%
2023-09-08 06:43:10,11.6%
2023-09-08 06:43:15,12.6%
2023-09-08 06:43:20,21.0%
2023-09-08 06:43:25,9.20%
2023-09-08 06:43:30,10.0%
2023-09-08 06:43:35,18.2%
2023-09-08 06:43:40,9.20%
2023-09-08 06:43:45,12.8%
2023-09-08 06:43:50,9.80%
2023-09-08 06:43:55,17.8%
2023-09-08 06:44:00,15.0%
2023-09-08 06:44:05,11.8%
2023-09-08 06:44:10,31.6%
2023-09-08 06:44:15,5.60%
2023-09-08 06:44:20,16.6%
2023-09-08 06:44:25,14.0%
2023-09-08 06:44:30,7.80%
2023-09-08 06:44:35,27.4%
2023-09-08 06:44:40,26.8%
2023-09-08 06:44:45,22.0%
2023-09-08 06:44:50,11.6%
2023-09-08 06:44:55,25.2%
2023-09-08 06:45:00,4.20%
2023-09-08 06:45:05,23.6%
2023-09-08 06:45:10,15.0%
2023-09-08 06:45:15,24.2%
2023-09-08 06:45:20,17.4%
2023-09-08 06:45:25,24.2%
2023-09-08 06:45:30,29.4%
2023-09-08 06:45:35,20.0%
2023-09-08 06:45:40,13.0%
2023-09-08 06:45:45,18.4%
2023-09-08 06:45:50,13.0%
2023-09-08 06:45:55,24.2%
2023-09-08 06:46:00,22.8%
2023-09-08 06:46:05,20.4%
2023-09-08 06:46:10,21.6%
2023-09-08 06:46:15,20.2%
2023-09-08 06:46:20,18.6%
2023-09-08 06:46:25,13.2%
2023-09-08 06:46:30,7.60%
2023-09-08 06:46:35,15.8%
2023-09-08 06:46:40,13.6%
2023-09-08 06:46:45,14.2%
2023-09-08 06:46:50,17.4%
2023-09-08 06:46:55,21.6%
2023-09-08 06:47:00,4.60%
2023-09-08 06:47:05,15.6%
2023-09-08 06:47:10,17.2%
2023-09-08 06:47:15,20.0%
2023-09-08 06:47:20,20.8%
2023-09-08 06:47:25,18.6%
2023-09-08 06:47:30,30.6%
2023-09-08 06:47:35,7.40%
2023-09-08 06:47:40,10.4%
2023-09-08 06:47:45,19.2%
2023-09-08 06:47:50,10.4%
2023-09-08 06:47:55,13.8%
2023-09-08 06:48:00,19.2%
2023-09-08 06:48:05,16.6%
2023-09-08 06:48:10,9.40%
2023-09-08 06:48:15,15.4%
2023-09-08 06:48:20,15.2%
2023-09-08 06:48:25,22.8%
2023-09-08 06:48:30,21.6%
2023-09-08 06:48:35,13.4%
2023-09-08 06:48:40,16.2%
2023-09-08 06:48:45,19.8%
2023-09-08 06:48:50,18.4%
2023-09-08 06:48:55,17.8%
2023-09-08 06:49:00,21.0%
2023-09-08 06:49:05,12.2%
2023-09-08 06:49:10,26.2%
2023-09-08 06:49:15,27.8%
2023-09-08 06:49:20,19.2%
2023-09-08 06:49:25,23.6%
2023-09-08 06:49:30,10.8%
2023-09-08 06:49:35,13.8%
2023-09-08 06:49:40,20.8%
2023-09-08 06:49:45,29.0%
2023-09-08 06:49:50,26.2%
2023-09-08 06:49:55,11.6%
2023-09-08 06:50:00,26.8%
2023-09-08 06:50:05,13.4%
2023-09-08 06:50:10,21.6%
2023-09-08 06:50:15,13.6%
2023-09-08 06:50:20,21.2%
2023-09-08 06:50:25,6.80%
2023-09-08 06:50:30,13.8%
2023-09-08 06:50:35,12.2%
2023-09-08 06:50:40,20.8%
2023-09-08 06:50:45,21.8%
2023-09-08 06:50:50,23.4%
2023-09-08 06:50:55,9.20%
2023-09-08 06:51:00,15.2%
2023-09-08 06:51:05,16.6%
2023-09-08 06:51:10,22.4%
2023-09-08 06:51:15,28.4%
2023-09-08 06:51:20,21.0%
2023-09-08 06:51:25,25.4%
2023-09-08 06:51:30,21.0%
2023-09-08 06:51:35,14.2%
2023-09-08 06:51:40,21.6%
2023-09-08 06:51:45,26.4%
2023-09-08 06:51:50,19.4%
2023-09-08 06:51:55,22.0%
2023-09-08 06:52:00,29.2%
2023-09-08 06:52:05,22.2%
2023-09-08 06:52:10,27.0%
2023-09-08 06:52:15,17.4%
2023-09-08 06:52:20,21.2%
2023-09-08 06:52:25,29.6%
2023-09-08 06:52:30,27.0%
2023-09-08 06:52:35,18.0%
2023-09-08 06:52:40,7.20%
2023-09-08 06:52:45,19.2%
2023-09-08 06:52:50,20%
2023-09-08 06:52:55,16.6%
2023-09-08 06:53:00,26.8%
2023-09-08 06:53:05,16.8%
2023-09-08 06:53:10,13.2%
2023-09-08 06:53:15,22.8%
2023-09-08 06:53:20,10.4%
2023-09-08 06:53:25,31.2%
2023-09-08 06:53:30,24.8%
2023-09-08 06:53:35,20.0%
2023-09-08 06:53:40,7.40%
2023-09-08 06:53:45,9.20%
2023-09-08 06:53:50,18.6%
2023-09-08 06:53:55,7.20%
2023-09-08 06:54:00,17.4%
2023-09-08 06:54:05,8.80%
2023-09-08 06:54:10,31.6%
2023-09-08 06:54:15,24.6%
2023-09-08 06:54:20,5.60%
2023-09-08 06:54:25,17.0%
2023-09-08 06:54:30,6.80%
2023-09-08 06:54:35,10.8%
2023-09-08 06:54:40,20.4%
2023-09-08 06:54:45,14.2%
2023-09-08 06:54:50,13.4%
2023-09-08 06:54:55,14.4%
2023-09-08 06:55:00,15.8%
2023-09-08 06:55:05,27.2%
2023-09-08 06:55:10,5.60%
2023-09-08 06:55:15,20.8%
2023-09-08 06:55:20,40.0%
2023-09-08 06:55:25,23.0%
2023-09-08 06:55:30,31.4%
2023-09-08 06:55:35,30.8%
2023-09-08 06:55:40,16.8%
2023-09-08 06:55:45,28.4%
2023-09-08 06:55:50,30.8%
2023-09-08 06:55:55,17.8%
2023-09-08 06:56:00,12.8%
2023-09-08 06:56:05,14.2%
2023-09-08 06:56:10,11.6%
2023-09-08 06:56:15,30.8%
2023-09-08 06:56:20,22.2%
2023-09-08 06:56:25,13.4%
2023-09-08 06:56:30,6.00%
2023-09-08 06:56:35,6.20%
2023-09-08 06:56:40,19.4%
2023-09-08 06:56:45,14.8%
2023-09-08 06:56:50,20.2%
2023-09-08 06:56:55,15.8%
2023-09-08 06:57:00,12.0%
2023-09-08 06:57:05,15.4%
2023-09-08 06:57:10,16.8%
2023-09-08 06:57:15,19.8%
2023-09-08 06:57:20,15.8%
2023-09-08 06:57:25,9.00%
2023-09-08 06:57:30,18.0%
2023-09-08 06:57:35,23.8%
2023-09-08 06:57:40,11.4%
2023-09-08 06:57:45,12.0%
2023-09-08 06:57:50,13.8%
2023-09-08 06:57:55,5.60%
2023-09-08 06:58:00,7.60%
2023-09-08 06:58:05,19.8%
2023-09-08 06:58:10,17.6%
2023-09-08 06:58:15,10.8%
2023-09-08 06:58:20,14.0%
2023-09-08 06:58:25,7.80%
2023-09-08 06:58:30,7.20%
2023-09-08 06:58:35,12.2%
2023-09-08 06:58:40,10.4%
2023-09-08 06:58:45,13.4%
2023-09-08 06:58:50,10.2%
2023-09-08 06:58:55,12.4%
2023-09-08 06:59:00,19.6%
2023-09-08 06:59:05,9.00%
2023-09-08 06:59:10,22.4%
2023-09-08 06:59:15,10.0%
2023-09-08 06:59:20,15.4%
2023-09-08 06:59:25,10.8%
2023-09-08 06:59:30,16.8%
2023-09-08 06:59:35,13.6%
2023-09-08 06:59:40,10.4%
2023-09-08 06:59:45,11.6%
2023-09-08 06:59:50,9.60%
2023-09-08 06:59:55,3.20%
2023-09-08 07:00:00,14.8%
2023-09-08 07:00:05,9.60%
2023-09-08 07:00:10,16.2%
2023-09-08 07:00:15,27.8%
2023-09-08 07:00:20,34.6%
2023-09-08 07:00:25,14.2%
2023-09-08 07:00:30,9.20%
2023-09-08 07:00:35,16.8%
2023-09-08 07:00:40,9.80%
2023-09-08 07:00:45,22.2%
2023-09-08 07:00:50,23.0%
2023-09-08 07:00:55,13.6%
2023-09-08 07:01:00,25.8%
2023-09-08 07:01:05,24.6%
2023-09-08 07:01:10,16.6%
2023-09-08 07:01:15,20.0%
2023-09-08 07:01:20,22.4%
2023-09-08 07:01:25,8.80%
2023-09-08 07:01:30,11.4%
2023-09-08 07:01:35,15.2%
2023-09-08 07:01:40,17.8%
2023-09-08 07:01:45,17.0%
2023-09-08 07:01:50,18.4%
2023-09-08 07:01:55,15.4%
2023-09-08 07:02:00,14.4%
2023-09-08 07:02:05,15.2%
2023-09-08 07:02:10,18.4%
2023-09-08 07:02:15,18.8%
2023-09-08 07:02:20,13.8%
2023-09-08 07:02:25,25.0%
2023-09-08 07:02:30,12.4%
2023-09-08 07:02:35,19.6%
2023-09-08 07:02:40,17.8%
2023-09-08 07:02:45,13.6%
2023-09-08 07:02:50,9.60%
2023-09-08 07:02:55,12.8%
2023-09-08 07:03:00,12.4%
2023-09-08 07:03:05,13.8%
2023-09-08 07:03:10,25.4%
2023-09-08 07:03:15,10.8%
2023-09-08 07:03:20,16.8%
2023-09-08 07:03:25,15.2%
2023-09-08 07:03:30,18.0%
2023-09-08 07:03:35,11.4%
2023-09-08 07:03:40,11.4%
2023-09-08 07:03:45,10.8%
2023-09-08 07:03:50,24.4%
2023-09-08 07:03:55,16.8%
2023-09-08 07:04:00,17.8%
2023-09-08 07:04:05,14.2%
2023-09-08 07:04:10,19.2%
2023-09-08 07:04:15,11.4%
2023-09-08 07:04:20,15.2%
2023-09-08 07:04:25,8.20%
2023-09-08 07:04:30,12.4%
2023-09-08 07:04:35,8.60%
2023-09-08 07:04:40,17.6%
2023-09-08 07:04:45,13.2%
2023-09-08 07:04:50,9.00%
2023-09-08 07:04:55,14.6%
2023-09-08 07:05:00,16.2%
2023-09-08 07:05:05,20.4%
2023-09-08 07:05:10,20.8%
2023-09-08 07:05:15,25.6%
2023-09-08 07:05:20,17.8%
2023-09-08 07:05:25,15.6%
2023-09-08 07:05:30,9.40%
2023-09-08 07:05:35,18.6%
2023-09-08 07:05:40,17.6%
2023-09-08 07:05:45,26.0%
2023-09-08 07:05:50,20.0%
2023-09-08 07:05:55,10.6%
2023-09-08 07:06:00,10.2%
2023-09-08 07:06:05,21.0%
2023-09-08 07:06:10,20.2%
2023-09-08 07:06:15,20.8%
2023-09-08 07:06:20,22.8%
2023-09-08 07:06:25,11.2%
2023-09-08 07:06:30,7.20%
2023-09-08 07:06:35,13.8%
2023-09-08 07:06:40,16.0%
2023-09-08 07:06:45,11.0%
2023-09-08 07:06:50,13.2%
2023-09-08 07:06:55,16.4%
2023-09-08 07:07:00,21.8%
2023-09-08 07:07:05,15.0%
2023-09-08 07:07:10,15.0%
2023-09-08 07:07:15,15.8%
2023-09-08 07:07:20,11.8%
2023-09-08 07:07:25,12.8%
2023-09-08 07:07:30,10.4%
2023-09-08 07:07:35,14.6%
2023-09-08 07:07:40,7.20%
2023-09-08 07:07:45,10.8%
2023-09-08 07:07:50,8.60%
2023-09-08 07:07:55,5.40%
2023-09-08 07:08:00,8.40%
2023-09-08 07:08:05,13.4%
2023-09-08 07:08:10,8.60%
2023-09-08 07:08:15,12.6%
2023-09-08 07:08:20,13.2%
2023-09-08 07:08:25,14.4%
2023-09-08 07:08:30,16.0%
2023-09-08 07:08:35,16.6%
2023-09-08 07:08:40,11.8%
2023-09-08 07:08:45,3.80%
2023-09-08 07:08:50,7.60%
2023-09-08 07:08:55,19.2%
2023-09-08 07:09:00,12.0%
2023-09-08 07:09:05,17.0%
2023-09-08 07:09:10,14.4%
2023-09-08 07:09:15,15.8%
2023-09-08 07:09:20,10.6%
2023-09-08 07:09:25,12.8%
2023-09-08 07:09:30,9.20%
2023-09-08 07:09:35,12.8%
2023-09-08 07:09:40,11.0%
2023-09-08 07:09:45,6.20%
2023-09-08 07:09:50,11.4%
2023-09-08 07:09:55,10.6%
2023-09-08 07:10:00,9.80%
2023-09-08 07:10:05,18.6%
2023-09-08 07:10:10,7.80%
2023-09-08 07:10:15,18.0%
2023-09-08 07:10:20,12.4%
2023-09-08 07:10:25,11.4%
2023-09-08 07:10:30,7.60%
2023-09-08 07:10:35,6.40%
2023-09-08 07:10:40,14.6%
2023-09-08 07:10:45,10.8%
2023-09-08 07:10:50,12.0%
2023-09-08 07:10:55,11.2%
2023-09-08 07:11:00,13.6%
2023-09-08 07:11:05,8.80%
2023-09-08 07:11:10,12.4%
2023-09-08 07:11:15,12.4%
2023-09-08 07:11:20,14.2%
2023-09-08 07:11:25,14.6%
2023-09-08 07:11:30,11.2%
2023-09-08 07:11:35,10.4%
2023-09-08 07:11:40,13.8%
2023-09-08 07:11:45,13.6%
2023-09-08 07:11:50,18.2%
2023-09-08 07:11:55,8.80%
2023-09-08 07:12:00,11.8%
2023-09-08 07:12:05,16.4%
2023-09-08 07:12:10,19.8%
2023-09-08 07:12:15,14.2%
2023-09-08 07:12:20,13.4%
2023-09-08 07:12:25,6.80%
2023-09-08 07:12:30,11.6%
2023-09-08 07:12:35,13.4%
2023-09-08 07:12:40,9.20%
2023-09-08 07:12:45,12.8%
2023-09-08 07:12:50,15.2%
2023-09-08 07:12:55,12.4%
2023-09-08 07:13:00,5.80%
2023-09-08 07:13:05,14.6%
2023-09-08 07:13:10,14.6%
2023-09-08 07:13:15,10.0%
2023-09-08 07:13:20,16.2%
2023-09-08 07:13:25,13.4%
2023-09-08 07:13:30,19.4%
2023-09-08 07:13:35,19.8%
2023-09-08 07:13:40,10.6%
2023-09-08 07:13:45,10.6%
2023-09-08 07:13:50,13.2%
2023-09-08 07:13:55,4.80%
2023-09-08 07:14:00,13.6%
2023-09-08 07:14:05,14.2%
2023-09-08 07:14:10,18.0%
2023-09-08 07:14:15,14.2%
2023-09-08 07:14:20,11.2%
2023-09-08 07:14:25,9.20%
2023-09-08 07:14:30,15.2%
2023-09-08 07:14:35,11.6%
2023-09-08 07:14:40,3.80%
2023-09-08 07:14:45,16.0%
2023-09-08 07:14:50,11.6%
2023-09-08 07:14:55,9.60%
2023-09-08 07:15:00,18.2%
2023-09-08 07:15:05,10.4%
2023-09-08 07:15:10,8.00%
2023-09-08 07:15:15,15.4%
2023-09-08 07:15:20,21.0%
2023-09-08 07:15:25,19.6%
2023-09-08 07:15:30,13.0%
2023-09-08 07:15:35,11.8%
2023-09-08 07:15:40,11.4%
2023-09-08 07:15:45,8.80%
2023-09-08 07:15:50,11.6%
2023-09-08 07:15:55,7.20%
2023-09-08 07:16:00,20.2%
2023-09-08 07:16:05,16.4%
2023-09-08 07:16:10,13.8%
2023-09-08 07:16:15,23.8%
2023-09-08 07:16:20,15.8%
2023-09-08 07:16:25,16.6%
2023-09-08 07:16:30,5.20%
2023-09-08 07:16:35,16.2%
2023-09-08 07:16:40,17.2%
2023-09-08 07:16:45,7.60%
2023-09-08 07:16:50,11.4%
2023-09-08 07:16:55,21.6%
2023-09-08 07:17:00,16.8%
2023-09-08 07:17:05,26.8%
2023-09-08 07:17:10,15.0%
2023-09-08 07:17:15,18.8%
2023-09-08 07:17:20,14.0%
2023-09-08 07:17:25,18.2%
2023-09-08 07:17:30,15.4%
2023-09-08 07:17:35,24.4%
2023-09-08 07:17:40,14.0%
2023-09-08 07:17:45,20.0%
2023-09-08 07:17:50,21.8%
2023-09-08 07:17:55,9.20%
2023-09-08 07:18:00,22.2%
2023-09-08 07:18:05,13.4%
2023-09-08 07:18:10,25.2%
2023-09-08 07:18:15,10.8%
2023-09-08 07:18:20,5%
2023-09-08 07:18:25,15.0%
2023-09-08 07:18:30,13.6%
2023-09-08 07:18:35,9.40%
2023-09-08 07:18:40,15.4%
2023-09-08 07:18:45,15.4%
2023-09-08 07:18:50,8.80%
2023-09-08 07:18:55,18.8%
2023-09-08 07:19:00,11.6%
2023-09-08 07:19:05,4.80%
2023-09-08 07:19:10,13.6%
2023-09-08 07:19:15,15.6%
2023-09-08 07:19:20,17.0%
2023-09-08 07:19:25,6.20%
2023-09-08 07:19:30,19.0%
2023-09-08 07:19:35,13.6%
2023-09-08 07:19:40,11.0%
2023-09-08 07:19:45,12.8%
2023-09-08 07:19:50,18.6%
2023-09-08 07:19:55,14.2%
2023-09-08 07:20:00,11.2%
2023-09-08 07:20:05,25.4%
2023-09-08 07:20:10,29.8%
2023-09-08 07:20:15,26.0%
2023-09-08 07:20:20,16.2%
2023-09-08 07:20:25,10.6%
2023-09-08 07:20:30,18.8%
2023-09-08 07:20:35,7.60%
2023-09-08 07:20:40,18.2%
2023-09-08 07:20:45,18.0%
2023-09-08 07:20:50,15.2%
2023-09-08 07:20:55,14.2%
2023-09-08 07:21:00,28.4%
2023-09-08 07:21:05,20.0%
2023-09-08 07:21:10,19.8%
2023-09-08 07:21:15,17.2%
2023-09-08 07:21:20,5.80%
2023-09-08 07:21:25,18.8%
2023-09-08 07:21:30,17.2%
2023-09-08 07:21:35,14.2%
2023-09-08 07:21:40,13.2%
2023-09-08 07:21:45,23.8%
2023-09-08 07:21:50,16.6%
2023-09-08 07:21:55,15.6%
2023-09-08 07:22:00,19.4%
2023-09-08 07:22:05,5.80%
2023-09-08 07:22:10,24.6%
2023-09-08 07:22:15,17.6%
